No,late_w1,late_w2,late_w3,late_w4,late_w5,late_w6,late_w7,late_w8,late_w9,late_w10,late_w11,late_w12,late_w13,late_w14,late_w15,late_w16,late_w17,late_w18,late_w19,late_w20,late_w21,late_w22,late_w23,late_w24,late_w25,late_w26,late_w27,late_w28,late_w29,late_w30,late_w31,late_w32,late_w33,late_w34,late_w35,late_w36,late_w37,late_w38,late_w39,late_w40,late_w41,late_w42,late_w43,late_w44,late_w45,late_w46,late_w47,late_w48,late_w49,over_w1,over_w2,over_w3,over_w4,over_w5,over_w6,over_w7,over_w8,over_w9,over_w10,over_w11,over_w12,over_w13,over_w14,over_w15,over_w16,over_w17,over_w18,over_w19,over_w20,over_w21,over_w22,over_w23,over_w24,over_w25,over_w26,over_w27,over_w28,over_w29,over_w30,over_w31,over_w32,over_w33,over_w34,over_w35,over_w36,over_w37,over_w38,over_w39,over_w40,over_w41,over_w42,over_w43,over_w44,over_w45,over_w46,over_w47,over_w48,over_w49,hol_w1,hol_w2,hol_w3,hol_w4,hol_w5,hol_w6,hol_w7,hol_w8,hol_w9,hol_w10,hol_w11,hol_w12,hol_w13,hol_w14,hol_w15,hol_w16,hol_w17,hol_w18,hol_w19,hol_w20,hol_w21,hol_w22,hol_w23,hol_w24,hol_w25,hol_w26,hol_w27,hol_w28,hol_w29,hol_w30,hol_w31,hol_w32,hol_w33,hol_w34,hol_w35,hol_w36,hol_w37,hol_w38,hol_w39,hol_w40,hol_w41,hol_w42,hol_w43,hol_w44,hol_w45,hol_w46,hol_w47,hol_w48,hol_w49,breakt_w1,breakt_w2,breakt_w3,breakt_w4,breakt_w5,breakt_w6,breakt_w7,breakt_w8,breakt_w9,breakt_w10,breakt_w11,breakt_w12,breakt_w13,breakt_w14,breakt_w15,breakt_w16,breakt_w17,breakt_w18,breakt_w19,breakt_w20,breakt_w21,breakt_w22,breakt_w23,breakt_w24,breakt_w25,breakt_w26,breakt_w27,breakt_w28,breakt_w29,breakt_w30,breakt_w31,breakt_w32,breakt_w33,breakt_w34,breakt_w35,breakt_w36,breakt_w37,breakt_w38,breakt_w39,breakt_w40,breakt_w41,breakt_w42,breakt_w43,breakt_w44,breakt_w45,breakt_w46,breakt_w47,breakt_w48,breakt_w49,off_w1,off_w2,off_w3,off_w4,off_w5,off_w6,off_w7,off_w8,off_w9,off_w10,off_w11,off_w12,off_w13,off_w14,off_w15,off_w16,off_w17,off_w18,off_w19,off_w20,off_w21,off_w22,off_w23,off_w24,off_w25,off_w26,off_w27,off_w28,off_w29,off_w30,off_w31,off_w32,off_w33,off_w34,off_w35,off_w36,off_w37,off_w38,off_w39,off_w40,off_w41,off_w42,off_w43,off_w44,off_w45,off_w46,off_w47,off_w48,off_w49,half_w1,half_w2,half_w3,half_w4,half_w5,half_w6,half_w7,half_w8,half_w9,half_w10,half_w11,half_w12,half_w13,half_w14,half_w15,half_w16,half_w17,half_w18,half_w19,half_w20,half_w21,half_w22,half_w23,half_w24,half_w25,half_w26,half_w27,half_w28,half_w29,half_w30,half_w31,half_w32,half_w33,half_w34,half_w35,half_w36,half_w37,half_w38,half_w39,half_w40,half_w41,half_w42,half_w43,half_w44,half_w45,half_w46,half_w47,half_w48,half_w49,worktime_w1,worktime_w2,worktime_w3,worktime_w4,worktime_w5,worktime_w6,worktime_w7,worktime_w8,worktime_w9,worktime_w10,worktime_w11,worktime_w12,worktime_w13,worktime_w14,worktime_w15,worktime_w16,worktime_w17,worktime_w18,worktime_w19,worktime_w20,worktime_w21,worktime_w22,worktime_w23,worktime_w24,worktime_w25,worktime_w26,worktime_w27,worktime_w28,worktime_w29,worktime_w30,worktime_w31,worktime_w32,worktime_w33,worktime_w34,worktime_w35,worktime_w36,worktime_w37,worktime_w38,worktime_w39,worktime_w40,worktime_w41,worktime_w42,worktime_w43,worktime_w44,worktime_w45,worktime_w46,worktime_w47,worktime_w48,worktime_w49,workday_w1,workday_w2,workday_w3,workday_w4,workday_w5,workday_w6,workday_w7,workday_w8,workday_w9,workday_w10,workday_w11,workday_w12,workday_w13,workday_w14,workday_w15,workday_w16,workday_w17,workday_w18,workday_w19,workday_w20,workday_w21,workday_w22,workday_w23,workday_w24,workday_w25,workday_w26,workday_w27,workday_w28,workday_w29,workday_w30,workday_w31,workday_w32,workday_w33,workday_w34,workday_w35,workday_w36,workday_w37,workday_w38,workday_w39,workday_w40,workday_w41,workday_w42,workday_w43,workday_w44,workday_w45,workday_w46,workday_w47,workday_w48,workday_w49
4020014,0,2,1,0,1,0,2,1,2,0,1,1,1,1,1,2,2,0,1,1,1,2,3,2,0,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,3,1,1,0,0,0,2,1,0,2,7,6,5,4,4,3,1,0,5,3,2,3,4,1,4,2,3,5,4,4,4,1,4,2,5,1,0,0,0,0,0,0,0,0,0,3,2,2,2,2,4,1,2,2,4,5,2,1,1,2,1,1,1,1,1,0,1,2,1,0,1,2,0,2,1,1,3,2,0,3,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,2,0,0,2,2,1,1,2,28,26,11,30,4,21,8,14,13,4,13,10,18,14,16,4,5,15,32,27,15,15,9,9,34,9,0,0,0,0,0,0,0,0,3,5,5,11,12,9,13,15,13,17,14,17,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,874,4313,4557,4077,4077,4116,3706,1319,1873,4262,3175,3786,3242,4788,1961,4740,2029,2696,4137,4348,3679,4451,4245,4421,3494,3962,1820,0,0,0,0,0,0,0,0,180,2670,3413,3327,2923,2832,3859,3783,3495,3236,4442,4424,4143,0,2,7,6,6,6,6,6,2,5,7,5,5,5,7,3,7,4,4,7,7,5,7,7,6,6,5,3,0,0,0,0,0,0,0,0,2,4,6,5,5,5,6,7,5,5,7,7,6,1
4020016,0,0,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2686,3238,3063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4020020,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,8,10,8,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2819,2795,2845,2828,2252,2872,1132,1740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,6,5,4,5,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4020024,0,4,2,4,4,3,0,1,3,3,5,3,3,3,2,3,4,3,2,2,3,4,4,3,2,4,5,5,3,5,3,4,2,4,2,3,4,5,3,2,3,2,3,3,2,4,4,4,1,1,1,0,1,0,1,0,1,2,0,1,0,3,0,2,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,24,18,15,11,11,47,14,15,17,11,11,13,22,17,1,5,2,6,6,6,0,3,2,1,0,11,0,1,8,7,2,1,7,8,3,6,11,10,7,2,8,4,6,11,6,8,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2,0,2,0,1,1,0,0,0,1,0,1,1,0,0,0,0,3198,2750,2916,2965,3008,3170,1464,2691,3647,2718,2774,3453,3018,3392,2934,2610,2480,2930,2985,2453,2752,3066,2570,2263,2495,3116,2371,1888,2804,2842,2592,2245,2606,2205,2554,2874,2728,2624,1637,2215,2870,2622,2304,2553,3309,3258,3066,0,1,5,4,5,5,5,5,2,7,7,6,5,5,5,5,5,5,4,5,5,4,5,6,5,4,5,5,6,3,5,5,5,4,6,4,6,5,5,5,3,4,5,5,4,5,5,5,5,1
4020028,0,0,2,0,0,0,0,0,0,1,0,3,3,2,2,0,1,0,1,0,1,1,0,1,0,1,2,1,0,2,3,2,1,2,1,1,1,2,1,0,3,2,0,0,0,0,0,0,0,0,4,0,0,0,4,2,1,4,6,6,5,4,5,4,3,2,2,3,4,4,3,3,4,4,2,2,2,3,2,5,5,3,2,4,0,2,4,4,2,4,0,0,0,0,0,0,0,0,0,1,2,0,1,1,2,1,0,2,2,1,2,2,2,1,1,1,3,2,1,1,0,1,1,0,0,0,1,1,2,1,2,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,15,29,17,30,20,41,9,10,44,40,54,31,26,26,30,19,15,30,34,19,14,17,22,20,2,9,16,24,20,23,19,15,10,18,6,14,14,15,6,13,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3968,4294,3142,3375,4172,4356,1516,3559,5553,5677,4620,5168,4449,4367,4109,3638,3006,4203,4678,3809,3376,3438,4429,4006,2880,3181,3204,3713,3604,4261,4005,4133,2555,4345,1692,3153,3917,2709,2348,3029,2564,1102,0,0,0,0,0,0,1,6,7,5,6,6,7,3,5,7,7,6,7,7,7,6,6,5,7,7,6,5,5,6,6,5,5,5,6,6,7,6,7,4,6,3,5,6,4,4,5,6,3,0,0,0,0,0,0
4020030,1,5,3,5,5,4,5,2,4,5,4,4,5,4,5,4,5,3,3,4,5,2,3,4,5,5,4,5,4,4,5,5,3,5,5,5,4,5,4,1,3,3,5,5,5,4,5,5,0,0,1,5,4,1,4,2,1,5,5,4,2,0,2,1,0,0,1,0,2,4,5,2,3,1,0,0,1,0,4,0,0,1,0,0,1,2,4,1,1,1,3,0,0,0,0,1,0,0,0,1,2,1,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,2,1,1,1,1,1,1,0,0,0,1,0,0,6,19,27,25,20,20,14,8,32,33,24,28,6,27,16,9,22,18,7,30,27,30,25,20,24,22,19,14,24,32,30,17,12,17,19,28,36,25,22,9,21,30,29,25,19,11,27,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3145,3643,3720,2987,3183,2745,1199,3880,4224,3013,2903,2448,2644,2911,2401,2692,2395,1663,3983,3733,3449,2591,2758,3072,2659,2816,2842,3123,3744,2829,2635,1939,2286,2425,2779,3790,4162,2312,1129,2557,3103,3505,2903,2838,2145,3242,2966,0,1,6,6,6,5,5,5,2,6,7,5,5,5,4,5,4,5,4,3,6,6,5,6,4,5,6,5,5,5,7,5,5,3,5,5,5,7,6,5,3,5,5,6,5,5,4,6,5,1
4021990,0,5,4,1,4,4,3,1,3,3,4,3,4,3,4,5,4,3,4,5,5,2,4,3,4,5,4,2,4,3,3,3,3,4,5,5,3,2,5,3,4,4,3,2,2,5,5,3,0,1,3,6,7,5,3,6,3,2,4,6,3,4,2,2,4,4,4,6,6,4,6,3,4,4,4,2,2,5,4,3,1,3,4,3,2,1,3,3,2,6,4,2,1,3,3,2,2,0,1,1,2,2,2,2,2,1,0,2,1,0,2,1,1,1,1,2,3,2,2,3,2,2,2,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,3,2,2,1,1,1,0,1,1,15,39,30,54,49,18,50,23,15,46,29,32,44,20,30,27,31,34,27,23,19,37,17,39,25,17,17,14,23,34,20,15,43,17,15,21,27,23,24,17,21,44,18,25,25,33,18,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,1,0,1,0,1,2,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,315,4558,4782,6318,4586,3309,4287,1791,2321,4258,3374,4039,4093,2181,3715,4052,4583,3873,5120,5109,4895,5061,3655,5554,4101,3750,3652,2840,4481,5816,3814,2197,5348,4467,3983,2840,3190,4846,3231,3559,3944,5963,5213,2908,3574,3299,3023,4426,0,2,6,7,7,7,6,7,3,4,7,6,5,7,4,6,6,6,6,7,7,7,7,7,7,7,6,6,5,7,7,7,4,7,7,7,6,7,7,7,5,7,7,7,4,5,6,5,6,1
4021994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2999,2942,2953,2983,2403,2989,1169,2969,3040,2796,3027,3035,3039,3015,3086,2990,2347,2177,2901,2962,2372,2960,3030,2882,2325,2942,2928,2919,2928,2917,2730,2340,2946,2502,1780,2970,2934,2608,1758,2529,2370,3474,3100,2447,2943,2727,2973,0,1,5,5,5,5,4,5,2,5,5,4,5,5,5,5,5,5,4,4,5,5,4,5,5,5,4,5,5,5,5,5,5,4,5,5,3,5,5,5,3,4,4,5,5,5,5,5,5,1
4022006,0,3,4,4,4,5,4,2,1,1,3,4,4,3,2,4,3,2,1,5,4,3,2,4,2,2,5,2,1,4,3,4,2,5,4,5,3,4,3,3,3,4,4,4,4,5,4,4,0,0,1,3,2,1,2,1,1,3,0,2,1,3,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,2,4,0,1,4,3,1,0,2,2,1,0,4,0,3,2,4,0,3,0,0,0,2,0,1,0,3,0,0,0,0,1,1,0,0,0,1,1,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3494,3686,3641,2766,4526,3893,2443,4320,3221,3782,3314,3777,3157,3225,2410,2756,2217,2787,4948,3147,3178,733,2518,2007,2808,2152,2795,2452,3220,3480,3472,2402,3004,2372,2573,2649,3087,2240,1746,2059,2766,2197,2227,2879,2703,2676,2672,0,0,5,6,6,5,6,6,3,6,5,6,6,6,5,5,5,5,4,5,7,6,6,2,5,4,5,5,5,4,5,5,5,4,5,4,5,4,5,4,3,4,5,4,4,5,5,4,5,1
4022010,1,4,3,3,1,0,4,1,1,1,1,1,0,0,2,2,3,4,3,2,4,2,4,2,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,1,1,1,2,0,0,0,2,2,2,1,3,3,1,2,2,2,3,3,4,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,3,0,1,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,27,4,9,9,8,14,0,6,23,10,24,21,26,10,10,6,4,28,9,18,27,17,29,12,17,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391,3900,3539,2540,2999,3087,3260,642,1705,3413,2973,3581,3219,2966,3478,3651,3333,1916,3075,2353,3706,3556,4615,4078,2933,3753,2805,1149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,6,4,5,5,6,1,3,6,5,6,5,5,5,5,6,5,7,4,6,7,7,6,5,6,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4022012,0,1,2,4,2,2,3,3,5,2,1,0,2,3,1,2,3,3,1,3,1,3,3,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,3,6,6,2,7,6,4,3,4,3,5,1,3,1,3,6,4,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,2,2,2,2,1,2,1,1,0,0,1,2,2,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,35,15,22,27,21,23,33,21,19,60,27,29,24,34,24,27,25,31,61,48,46,28,33,19,31,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640,4243,4535,4150,3448,5167,4128,2291,5337,4878,4142,4092,4780,3912,4519,3142,3468,3130,3353,5066,4074,4533,3249,3706,2966,3012,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,6,5,6,7,4,7,7,7,6,7,6,6,5,5,6,6,7,7,7,5,5,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4022014,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2,3,2,1,2,2,0,1,2,5,2,2,2,1,2,3,3,5,5,5,4,4,5,3,2,2,2,2,3,3,4,5,3,4,1,0,6,2,2,5,3,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,2,2,3,2,2,2,2,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,2,2,1,1,0,1,0,0,1,0,3,16,12,2,5,12,6,7,8,7,13,8,10,15,14,14,15,17,13,19,23,13,12,17,7,11,9,9,12,8,9,10,23,7,11,11,10,24,22,18,13,18,14,17,15,18,10,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551,3460,4209,2508,3025,3431,3430,1167,2210,3542,4021,3002,3430,3472,3313,3525,3879,4011,5001,5694,4791,3867,4453,4743,4231,3432,3585,2817,3589,4024,3691,3768,4785,2423,4536,3592,3860,4661,3401,4019,4161,4844,3777,3294,3049,3495,3079,4617,0,1,5,6,4,5,5,5,2,4,5,6,5,5,5,5,5,7,6,7,7,7,6,7,6,6,5,5,5,5,6,5,6,6,3,6,5,6,6,5,5,6,6,6,5,5,5,5,6,0
4022016,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,2,0,1,0,2,0,0,0,0,3,3,1,1,0,2,2,1,2,1,0,1,0,1,2,1,1,2,2,1,0,0,2,2,2,2,1,1,2,1,2,1,2,3,1,2,1,0,1,0,1,2,3,3,2,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,2,0,2,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,2,3,7,28,32,31,26,9,24,21,21,14,20,8,19,9,25,8,10,2,10,5,11,4,4,16,7,11,16,20,19,17,10,10,11,9,12,19,21,7,10,5,9,16,10,11,8,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,15,2538,3036,3957,4108,3124,3358,1271,2275,3651,3812,3656,2798,2917,3094,2910,3076,2994,2950,2195,4024,2730,2785,2399,3051,3630,3486,3762,3815,3609,3226,3395,2751,3037,2956,3445,3507,3300,3701,2169,2659,3239,2919,3360,2465,3782,3591,3266,253,2,5,6,5,6,5,6,2,5,6,6,6,5,5,5,5,6,4,5,4,6,4,5,5,5,6,5,6,6,7,5,6,5,5,6,5,6,5,6,4,5,5,5,6,4,6,5,5,2
4022018,0,0,0,3,1,2,1,0,0,1,2,0,3,2,1,1,4,1,1,1,2,1,2,1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,4,3,3,0,3,1,4,0,0,0,1,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,11,2,4,8,4,6,2,17,18,11,21,25,12,6,8,11,13,11,11,8,9,15,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,579,3519,2866,2859,3626,4326,3459,1132,3169,3139,3526,2895,3215,2951,3005,2855,2084,2292,2086,3902,2882,2625,3153,2598,2806,2740,639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,6,5,6,5,2,5,6,6,5,6,5,5,5,5,4,4,6,5,4,5,5,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
